ticket_id,text,coarse_category,issue_type,resolution,is_noisy
1210,need password reset for email account,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",False
1211,internert is extremely slow today,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",True
1212,sso token expired immediately after login,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",False
1213,internet dropping every 10 mins on wireless,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1214,accidentally deleted an important file need it back,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1215,single sign on redirect loop when logging into portal,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",False
1216,mailbox stuck reconnecting to server,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1217,unable to establish vpn tunnel from home network,Network,vpn_connection_failure,"Restart the VPN client, confirm correct server region, and re-authenticate via SSO. If error 809 persists, check that UDP port 500/4500 is not blocked by local firewall.",False
1218,windows update stuck at 45 percent for hours,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1219,outlook keeps crashing on startup,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1220,account locked after too many login attempts,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",True
1221,mailbox stuck reconnecting to server,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1222,outlook keeps crashing on startup,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1223,need to restore a folder from last week,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1224,lost my phone and cant complete two factor authentication,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1225,need access to install adobe photoshop,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1226,screen flickering constantly on external display,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",False
1227,sso token expired immediately after,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",True
1228,single sign on redirect loop when logging into portal,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",False
1229,lost files after a sync error,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1230,need a license for project management tool,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1231,laptop wont get an ip address on the corporate wifi,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1232,need to restore a folder from last week,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",True
1233,"Wifi shows connected with no internet, exclamation mark on icon",Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1234,accidentally deleted an important file need it back,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1235,"black screen on startup, no bios logo asap plz help ticket urgent",Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",True
1236,sso token expired immediately after,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",True
1237,need a license for project management tool,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1238,printer showing offline even though its on,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1239,accidentally deleted an important file need it back,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1240,forgot my password and cant login,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",False
1241,prints come out blank,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1242,cant install software admin rights,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",True
1243,sent items not showing up,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",True
1244,need passwrod reset for email,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",True
1245,cant access okta dashboard blank page after login,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",True
1246,mailbox stuck reconnecting to server,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1247,need access to install adobe photoshop,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1248,pressed power button nothing happens,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",False
1249,pressed power button nothing happens,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",False
1250,mfa push notification never arrives,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1251,cant install software admin rights required,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",True
1252,lost my phone and cant complete two factor authentication,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1253,forgot my passwrod and cant,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",True
1254,need a license for project management tool,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1255,lost files after a sync error,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1256,pressed power button nothing happens asap plz help ticket urgent,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",True
1257,need access added to project shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1258,VPN client says authentication failed but password is correct,Network,vpn_connection_failure,"Restart the VPN client, confirm correct server region, and re-authenticate via SSO. If error 809 persists, check that UDP port 500/4500 is not blocked by local firewall.",False
1259,internet is extremely slow today,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",False
1260,mailbox stuck reconnecting to server,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1261,"Wifi shows connected with no internet, exclamation mark on icon",Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1262,update failed with error 0x80070002,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1263,application freezes and has to be force closed,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1264,file transfers to shared drive are taking forever,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",True
1265,printer showing offline even though its on,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1266,external monitor not detected when docked,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",False
1267,computer stuck on boot loop restarting itself,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",True
1268,not receiving mfa code on my phone,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1269,lost my phone and cant complete two factor authentication,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1270,outlook keeps crashing on startup,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1271,cannot install latest security patch,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1272,cant see the shared drive that my team uses,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1273,laptop wont get an ip address on asap plz help ticket urgent,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",True
1274,connected to office wifi but no internet access,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1275,accidentally deleted an important file need it back,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1276,cant see teh shared drive that my team uses,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",True
1277,laptop wont get an ip address on the corporate wifi,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1278,lost my phone and cant complete two factor authentication,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1279,excel closes unexpectedly when opening large files,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1280,application freezes and has to be force closed,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1281,mailbox stuck reconnecting to server,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1282,software update keeps failing and rolling back,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1283,sso says invalid session please try again,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",False
1284,video calls keep freezing due to slow connection,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",False
1285,dont have access to teh finance shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",True
1286,lost my phone and cant complete two factor authentication,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1287,software crashes with an unhandled exception error,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1288,not receiving mfa code on my phone,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1289,connected to office wifi but no internet access,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1290,black screen on startup no bios logo,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",True
1291,need access to install adobe photoshop,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1292,"Wifi shows connected with no internet, exclamation mark on icon",Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1293,need backup restore for deleted,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",True
1294,outlook not syncing new emails,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",True
1295,sso says invalid session pls,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",True
1296,outlook not syncing new emails,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1297,accidentally deleted an important file need it back,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1298,software crashes with an unhandled exception error,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1299,external monitor not detected when docked,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",False
1300,"Wifi shows connected with no internet, exclamation mark on icon",Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1301,network speed test shows less than 1mbps,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",True
1302,software update keeps failing and rolling back,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1303,"locked out of my workstation, wrong passwrod too many times",Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",True
1304,software update keeps failing adn rolling back,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",True
1305,internet dropping every 10 mins on wireless,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1306,"cant install software, admin rights required",Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1307,software update keeps failing and rolling back,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1308,outlook not syncing new emails,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1309,"Wifi shows connected with no internet, exclamation mark on icon",Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1310,laptop wont turn on at all,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",False
1311,prints come out blank,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1312,software crashes with an unhandled exception error,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1313,network speed test shows less than 1mbps,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",False
1314,need access to install adobe photoshop,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",True
1315,sso token expired immediately after login,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",True
1316,permission denied when opening team folder,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1317,prints come out blank,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1318,need access added to project shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1319,laptop wont turn on at all asap plz help ticket urgent,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",True
1320,monitor resolution keeps resetting asap plz help ticket urgent,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",True
1321,"Wifi shows connected with no internet, exclamation mark on icon",Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1322,application freezes and has to be force closed,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1323,network speed test shows less than 1mbps,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",False
1324,sso says invalid session please try again,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",False
1325,dont have access to the finance shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1326,"locked out of my workstation, wrong password too many times",Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",True
1327,VPN client says authentication failed but password is correct,Network,vpn_connection_failure,"Restart the VPN client, confirm correct server region, and re-authenticate via SSO. If error 809 persists, check that UDP port 500/4500 is not blocked by local firewall.",False
1328,software update keeps failing and rolling back,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1329,permission denied when opening team folder,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1330,internet dropping every 10 mins on wireless,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1331,"black screen on startup, no bios logo",Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",False
1332,not receiving mfa code on my phone,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1333,need acess added to project shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",True
1334,"Wifi shows connected with no internet, exclamation mark on icon",Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1335,emails delayed by several hours,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1336,accidentally deleted an important file need it back,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1337,sso says invalid session please try again asap plz help ticket urgent,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",True
1338,VPN keeps disconnecting every few minutes,Network,vpn_connection_failure,"Restart the VPN client, confirm correct server region, and re-authenticate via SSO. If error 809 persists, check that UDP port 500/4500 is not blocked by local firewall.",False
1339,emails delayed by several hours,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1340,windows update stuck at 45 percent for hours,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1341,sent items not showing up in outlook,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1342,need a license for project management tool,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",True
1343,need access added to project shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1344,screen flickering constantly on external display,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",False
1345,not receiving mfa code on my phone,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1346,application freezes and has to be force closed,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1347,forgot my passwrod and cant,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",True
1348,lost files after a sync error,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",True
1349,outlook keeps crashing on startup,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1350,emails delayed by several hours,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",True
1351,need access to install adobe photoshop,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1352,application freezes and has to be force closed,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1353,need access to install adobe photoshop,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1354,need to restore a folder from last week,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1355,pressed power button nothing happens,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",False
1356,outlook not syncing new emails,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",True
1357,"black screen on startup, no bios logo",Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",False
1358,windows update stuck at 45 percent for hours,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",True
1359,need to restore a folder from last week,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1360,emails delayed by several hours,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1361,lost files after a sync error,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1362,need backup restore for deleted documents,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1363,printer not responding from my computer,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1364,laptop wont get an ip address on the corporate wifi,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1365,video calls keep freezing due asap plz help ticket urgent,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",True
1366,software crashes with an unhandled exception error asap plz help ticket urgent,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",True
1367,laptop wont get an ip address on the corporate wifi,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1368,update failed with error 0x80070002,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1369,outlook not syncing new emails,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1370,need access added to project shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1371,software update keeps failing and rolling back,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1372,lost my phone and cant complete two factor authentication,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1373,monitor resolution keps resetting,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",True
1374,second monitor shows no signal,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",False
1375,need a license for project management tool,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1376,printer not responding from my computer,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1377,mailbox stuck reconnecting to server,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1378,not receiving mfa code on my phone,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",True
1379,excel closes unexpectedly when opening large files,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1380,screen flickering constantly on external,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",True
